barabasi_250_5_0.01_0.0_exponential_0.0_15,5710,93,63678,0,929,759,853,874,310655,347834,0,0,0,9,6,3938,4182,8,11,4547,3,4099,12,7,4298,7,3871,23,18,0,3985,3629,7310,5033,2541,2790,3375,3852,4052,2365,3281,3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,24,0,0,0,6,9,0,18,0,8,29,7,30,0,16,29,0,0,0,0,0,0,0,33,0,24,0,47,54,61,28,0,0,0,21,16,0,145,19,22,17,0,0,16,1,12,0,0,43,1,34,11,0,29,35,34,0,0,1,60,206,0,38,25,38,22,0,0,89,0,71,0,0,93,0,66,0,0,0,0,0,6,75,0,6,22,38,69,0,16,20,37,48,126,30,0,6,34,50,16,52,48,55,50,3,27,9,49,14,0,23,52,32,29,0,7,27,13,27,90,24,40,20,17,27,12,40,38,21,33,3,27,11,14,4,0,32,27,6,28,0
barabasi_250_5_0.01_0.0_exponential_0.0_16,5710,72,56346,0,630,572,718,545,232060,263641,0,0,0,11,7,3051,2584,6,9,2206,4,2183,1,9,2701,23,3550,5,1,0,1669,1776,1625,2448,2060,2177,3081,2809,2668,7928,2786,2885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,1,113,0,0,0,23,55,0,14,20,20,46,19,26,179,26,49,0,0,0,0,0,0,0,68,0,48,0,18,11,21,22,0,0,0,7,7,0,20,14,9,17,0,0,0,0,0,0,0,21,0,11,4,43,16,14,13,0,0,0,33,19,16,20,9,36,23,0,0,13,0,10,0,0,0,0,0,0,0,0,0,0,7,15,0,3,0,0,9,0,8,25,0,10,9,3,3,22,28,5,204,37,2,22,10,16,5,11,4,5,0,0,59,16,18,159,29,11,21,10,0,14,16,20,20,18,73,9,11,20,5,10,13,20,2,36,75,21,21,7,7,0
barabasi_250_5_0.01_0.0_exponential_0.0_17,5710,54,54419,1,655,1202,995,722,285013,269963,0,0,0,6,6,2525,2731,0,15,4346,20,4861,4,6,3577,20,4810,0,9,6,2096,2618,1280,2924,3902,2294,3556,2519,2501,3827,3216,3135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,30,0,0,0,28,19,0,3,32,58,31,31,33,63,42,33,0,0,0,0,0,0,0,22,0,15,51,22,153,19,20,0,0,0,109,69,66,42,32,48,36,1,0,28,0,14,0,0,6,0,16,61,49,178,27,35,1,0,0,89,104,55,72,28,39,33,0,0,0,0,0,0,0,52,0,11,0,0,0,0,0,19,8,0,6,5,6,16,0,13,5,77,8,4,0,4,47,19,57,30,14,44,16,0,34,37,12,12,0,3,22,13,19,0,10,10,26,11,12,4,24,34,22,51,23,35,94,28,0,45,39,29,34,2,22,26,19,13,0,27,13
barabasi_250_5_0.01_0.0_exponential_0.0_18,5710,83,57710,1,947,523,734,710,233357,270498,0,13,10,17,10,3083,3767,9,7,1922,4,1821,7,14,2596,3,2287,2,11,27,3383,4860,1156,2549,1707,2512,2744,2354,2953,1845,3201,2560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,54,0,0,0,53,64,0,19,15,16,37,17,26,17,45,19,0,0,42,0,48,0,0,10,0,8,0,9,13,13,16,0,0,0,10,7,0,8,9,18,17,0,0,4,0,6,1,0,376,0,78,39,0,21,15,17,0,0,0,18,13,0,20,3,26,6,0,0,0,0,0,0,0,4,0,7,0,0,0,201,150,27,19,20,10,37,11,17,20,45,0,0,0,5,27,3,2,20,43,2,7,14,0,0,4,31,8,9,7,0,24,11,12,23,0,0,105,13,75,7,6,30,21,29,13,13,8,0,0,19,16,13,12,18,0,1,20,31,12,38,0
barabasi_250_5_0.01_0.0_exponential_0.0_19,5710,92,62722,1,932,904,888,816,286031,338734,0,0,0,11,7,2618,4828,9,10,3805,17,3928,12,6,3606,18,3733,3,15,15,2568,5041,2459,3800,3744,2835,3711,3224,3989,4846,4128,4128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,27,0,0,0,11,9,0,17,15,5,35,26,32,38,38,72,0,0,0,0,0,0,0,30,0,17,0,42,40,37,60,0,0,0,38,30,0,31,3,39,60,1,0,47,0,66,0,0,12,0,13,40,30,36,36,50,1,0,1,288,50,23,42,16,32,39,0,0,1,0,7,0,0,21,0,15,0,0,0,0,0,5,13,0,12,23,19,27,0,24,25,120,6,13,15,26,45,46,47,12,29,26,22,48,30,34,27,40,8,48,35,31,31,12,25,10,26,33,24,14,49,31,39,28,27,46,27,44,59,52,77,21,26,13,13,49,19,41,10,42,70
barabasi_250_5_0.01_0.0_exponential_0.0_20,5710,63,57208,1,545,620,745,488,294422,268363,0,0,9,3,0,1367,1935,0,2,2294,4,3072,8,4,3172,5,4083,3,3,2,1003,1035,1903,2501,1507,1677,2974,3095,2907,1299,2276,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,12,0,0,0,0,0,0,20,27,11,11,21,23,20,10,17,0,0,0,0,0,0,0,14,0,6,0,8,28,10,21,0,0,0,40,6,0,10,11,25,21,0,0,34,0,32,0,0,2,0,4,0,15,28,35,12,0,0,0,8,14,8,16,7,25,19,0,0,7,0,7,0,0,7,0,12,0,0,0,0,0,0,10,17,0,2,0,7,19,5,0,0,2,18,0,21,8,8,36,5,26,5,2,0,16,5,1,3,6,12,1,18,46,8,35,9,23,68,23,0,9,19,7,93,27,14,2,2,0,5,9,9,25,4,9,4,6,5,2,2,4
barabasi_250_5_0.01_0.0_exponential_0.0_21,5710,96,63760,2,1254,842,943,883,317831,359185,0,20,11,14,13,6302,6778,17,9,3420,6,3458,23,12,5168,66,4827,8,18,2,2850,2935,4383,3214,3610,4431,3194,9462,7032,23009,10598,4352,0,0,0,0,0,26,39,0,0,61,1,81,0,0,54,1,315,0,0,0,46,43,0,34,49,40,59,71,41,37,31,85,0,0,0,0,0,0,0,19,0,19,9,15,23,15,8,0,0,0,7,15,6,13,21,43,10,0,0,233,0,98,0,0,48,0,41,16,29,61,40,22,0,0,0,297,145,25,19,43,13,23,0,0,20,0,18,0,0,90,0,37,0,0,0,14,8,0,8,0,12,8,28,10,0,11,6,0,31,35,57,46,2,31,15,19,25,2,27,73,10,16,6,42,24,0,0,20,22,6,20,9,8,23,112,31,64,2,19,48,79,36,2,30,80,351,227,3,230,28,18,130,10,10,36,0,0
barabasi_250_5_0.01_0.0_exponential_0.0_22,5710,87,56236,1,770,806,693,861,252993,252562,0,11,0,6,7,2478,3469,0,10,3421,11,3955,11,9,3341,10,3083,13,12,9,3777,4060,2086,2758,2609,3078,2588,2046,2474,2906,2490,3141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,4,14,0,2,6,6,6,4,7,0,0,0,0,0,0,0,59,0,33,0,26,33,5,25,0,0,0,21,35,0,19,24,9,25,0,0,14,0,32,0,0,27,0,31,22,36,32,15,31,0,0,0,32,47,24,20,19,27,17,0,0,40,0,26,0,0,77,0,56,0,0,0,37,62,18,38,0,15,20,24,45,0,35,41,0,10,9,27,54,0,27,2,6,16,4,0,0,22,13,12,23,21,0,11,9,23,11,18,21,0,2,21,7,7,13,17,13,22,14,3,0,0,16,37,12,23,22,21,9,22,25,18,23,0
barabasi_250_5_0.01_0.0_exponential_0.0_23,5710,66,53696,0,562,637,631,720,236404,229599,0,0,0,7,7,2084,2187,5,10,3446,6,2526,6,3,2611,9,2754,5,6,0,1924,2112,2232,3105,2197,2647,2314,2207,1922,2082,1936,2649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,37,0,0,0,7,6,69,7,4,17,7,10,7,2,8,17,0,0,23,0,47,0,0,179,0,50,0,36,68,55,30,0,0,0,31,53,0,38,10,52,14,0,0,19,0,11,0,0,0,0,0,23,4,27,16,11,0,0,0,33,34,4,13,9,32,18,0,0,12,0,44,0,0,171,0,33,0,0,0,0,0,56,37,0,32,20,39,23,0,11,19,0,4,16,6,28,3,27,46,22,34,73,15,0,0,8,0,44,11,0,6,21,17,8,6,12,29,31,21,8,6,18,22,24,20,7,66,14,0,11,2,53,21,26,7,12,10,9,1,2,0
barabasi_250_5_0.01_0.0_exponential_0.0_24,5710,92,58388,1,869,751,643,569,262665,250609,0,0,21,4,15,5350,4611,0,8,2332,7,2270,8,6,3246,9,3246,7,4,9,3075,2225,2064,2393,3653,2615,2727,2265,2519,3276,2468,2137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,19,0,0,1,132,36,0,61,36,36,21,11,70,21,53,40,0,0,0,0,0,0,1,30,1,233,6,14,69,55,20,0,0,0,5,9,10,5,8,16,18,0,0,4,0,4,0,0,23,0,21,6,12,13,17,21,0,0,0,12,40,15,29,9,49,66,0,0,11,0,7,0,0,28,0,23,0,0,0,0,0,39,22,102,52,4,16,33,40,11,10,0,15,9,5,0,0,23,19,45,10,10,6,0,20,10,0,5,17,33,4,60,23,30,20,26,12,22,32,27,30,8,24,14,30,31,22,11,0,10,18,18,22,30,9,21,33,11,27,0,41
barabasi_250_5_0.01_0.0_exponential_0.0_25,5710,96,62157,1,1820,1554,1186,1163,551818,335953,0,14,19,28,22,15372,11065,0,23,7538,15,6820,17,93,5747,59,19117,50,63,156,11287,23731,15652,7573,9627,6871,8755,8772,3416,10906,4201,3975,0,0,0,0,0,0,0,0,0,95,0,95,0,0,141,0,106,0,1,0,101,100,21,112,21,94,141,45,60,7,33,21,0,0,0,0,0,0,0,90,0,106,0,0,0,5,18,0,0,0,71,50,0,9,23,2,12,0,0,79,0,107,2,0,814,1,457,34,5,11,52,21,1,0,0,286,249,21,460,205,306,159,0,0,243,0,234,2,0,344,0,280,4,1,0,1372,807,64,147,0,57,99,107,392,0,670,194,0,194,138,104,5,7,22,10,0,22,39,98,0,5,58,11,184,34,0,41,37,55,17,27,4,97,13,53,64,26,8,14,7,19,18,123,63,0,47,28,6,37,15,7,48,24,35,22,25,0
barabasi_250_5_0.01_0.5_exponential_0.0_1,5710,2088,140070,719,53161,28667,4109,47170,4304326,1007644,229,18343,10228,1435,16345,1620087,338019,9706,763,231268,5394,925055,565,1311,82032,765,64892,6600,1335,15668,1484058,330715,669083,73849,858226,1312319,64281,61412,30250,187776,68527,293073,59,5268,2922,330,3940,443654,80277,2575,245,77149,1497,280763,198,395,30319,236,15854,1790,414,4234,443592,87712,194393,23788,250245,366991,16494,16325,8787,50697,20124,74319,2682,213,62065,1111,293700,129,170,11468,86,10125,36263,12580,49939,12553,4688,891,101,1350,158974,28676,161886,10211,114174,210403,10279,139,84,9964,73,11689,144,362,23731,153,20590,10265,13312,19222,3011,1801,79,111,193,16238,10467,12115,1819,8913,2551,17174,1573,147,43933,1028,202464,125,304,21940,181,15826,1494,351,4134,453993,86090,167511,19842,242370,347689,14829,15742,8025,48081,17510,71758,156084,8767,8577,84953,105870,10303,3268,18669,12884,1646,96790,12988,219566,136467,9715,154670,20666,174367,354078,17848,2697,1595,10470,11628,15695,4009,13322,1513,7590,9111,2780,2235,6869,2296,4211,15114,8294,44434,11138,22972,7678,1434,9580,16382,8559,16865,7718,36818,20036,73502
barabasi_250_5_0.01_0.5_exponential_0.0_2,5710,2171,212500,790,91676,61710,6755,88812,16090574,1626241,259,36221,23774,2726,35267,6929478,611885,24422,1821,556593,17409,5254736,1437,2448,234798,1505,167049,20958,2432,33364,6845965,629986,4518518,281826,4822284,6663807,273151,151976,60385,375012,226743,541297,69,10620,6976,847,11043,2244762,180888,7504,555,185084,4895,1598973,447,807,83546,446,39540,6144,747,10170,2185578,176101,1398296,94530,1506742,2228833,86911,33296,17115,101421,73169,155248,6955,487,158939,4660,1649758,294,564,58446,286,28879,88985,51324,156327,64263,13067,3637,383,6002,1360303,102922,1106164,78329,1194542,1791868,67624,486,249,52551,218,61638,333,612,67162,338,40716,41282,41840,74628,10567,7599,233,250,503,66099,31653,22531,7295,27276,7820,47668,7105,443,146139,4665,1611467,374,725,63346,445,43877,5809,679,10272,2192723,187158,1415610,93331,1567023,2327763,95259,37951,16900,111251,78192,165576,1536359,63011,65392,1025878,1041403,52132,10668,82188,57339,8069,1024901,73722,1694466,1136348,72190,1319164,90241,1437194,2101194,85912,8165,7868,56328,52065,77965,13932,47817,5439,26902,28960,8258,5098,16961,5303,9850,51311,27144,121082,45730,59564,41626,5589,43608,77238,33297,37371,15483,85167,55311,135284
barabasi_250_5_0.01_0.5_exponential_0.0_3,5710,2179,167787,794,70342,43753,5733,63924,8567033,1329273,262,27392,16729,2296,24693,3675809,502992,15202,1449,399377,10562,2431739,1041,2017,160901,1393,135108,11332,2022,22318,3294376,518729,1776070,162791,2278545,3072069,160632,123198,44342,336892,147606,415119,71,8302,5195,743,7847,1246802,151385,4489,484,135900,3405,789775,374,663,57335,456,39471,3343,613,6966,1069639,156532,556784,56864,801432,1045041,53073,35844,13688,108168,47773,127079,4271,406,122422,2247,751608,308,416,35009,213,23655,86907,32888,99324,36471,8550,2129,280,2842,531228,70651,528352,41305,391509,710779,34404,303,196,28207,161,30588,246,561,47836,255,41529,26142,36373,43530,6652,5972,201,249,398,40629,32319,31249,5919,24265,5945,36416,3389,321,86256,2308,608812,295,606,45864,409,41712,2950,578,5872,986969,162749,524937,48087,664098,952393,53136,39905,12551,110568,48732,131499,520169,31434,33115,293433,409393,28305,6805,43692,40175,5453,344849,37575,585592,476427,39155,470727,50214,466622,903119,49214,5936,5365,29809,38639,43547,11216,35617,5603,21261,23233,5350,5599,11734,4805,7600,35090,26356,94830,34863,50538,21312,4932,30559,45190,23180,30838,10865,63946,34353,100766
barabasi_250_5_0.01_0.5_exponential_0.0_4,5710,2247,177349,856,77282,50003,5399,69489,10459352,1336112,301,31558,20604,2141,27812,4694130,509514,18771,1358,414578,13463,3336608,925,1868,158970,1213,128887,14655,1882,25255,4254579,512492,2604143,157017,3041754,3876726,154740,111246,41825,309591,134178,426472,82,10045,6638,676,8950,1679897,155260,5536,398,131041,4204,1110662,268,584,56052,372,33945,4387,566,7716,1421575,147904,872506,53437,1061404,1337712,52313,32192,12779,94414,45305,124450,5527,353,121504,3350,1090270,271,393,40161,182,20148,81294,36239,112821,37694,8556,2969,249,4005,837403,67550,774772,44245,690974,1004752,35787,263,157,27405,121,28576,201,501,48075,227,32419,22477,36507,49043,6153,4463,122,200,341,37962,23208,23223,4413,18323,4202,34884,4123,291,91380,3290,905864,219,536,41715,358,37196,3544,534,7255,1312813,141328,748220,53671,1005616,1266811,50971,35771,11816,94397,45649,127053,706677,28282,30850,514485,595853,22413,5895,41280,35737,3742,515798,34761,868154,692495,31758,652861,48274,756203,1110344,41220,3946,3906,23876,30659,36683,7569,27415,2956,13909,19854,4439,3066,10765,2899,7096,30642,16669,75147,24873,42624,20132,2976,20675,38016,18359,29209,11044,58023,32697,103415
