barabasi_250_5_0.01_0.0_exponential_0.0_17,1155222,3465666,118342,118342,1864,61692,123384,61692,3966,3966,84,884214,2652642,232532,232532,4968,60293,120586,60293,6460,6460,196,433327,1299981,266650,266650,5896,26056,52112,26056,1648,1648,36,3551555,10654665,372218,372218,11328,185863,371726,185863,13266,13266,268,3702720,11108160,543896,543896,9888,218702,437404,218702,15116,15116,348
barabasi_250_5_0.01_0.0_exponential_0.0_18,603164,1809492,158842,158842,3732,39790,79580,39790,3554,3554,98,440610,1321830,233238,233238,4644,36756,73512,36756,4146,4146,152,476604,1429812,332308,332308,9032,39851,79702,39851,3780,3780,168,2212531,6637593,487222,487222,11732,128957,257914,128957,14012,14012,448,3933612,11800836,644686,644686,14972,211724,423448,211724,19500,19500,536
barabasi_250_5_0.01_0.0_exponential_0.0_19,282562,847686,159028,159028,3836,19669,39338,19669,1962,1962,48,500271,1500813,221308,221308,7012,29163,58326,29163,2150,2150,72,854765,2564295,321778,321778,7124,62324,124648,62324,5874,5874,200,1180420,3541260,498324,498324,12152,88796,177592,88796,9422,9422,332,2643853,7931559,647630,647630,14064,171560,343120,171560,17440,17440,564
barabasi_250_5_0.01_0.0_exponential_0.0_20,370325,1110975,182096,182096,4980,29296,58592,29296,3472,3472,128,853007,2559021,218384,218384,5364,53933,107866,53933,4750,4750,152,997687,2993061,326966,326966,10220,62632,125264,62632,4320,4320,96,1659999,4979997,518258,518258,11168,112300,224600,112300,13774,13774,416,2487629,7462887,613882,613882,14900,153622,307244,153622,11658,11658,284
barabasi_250_5_0.01_0.0_exponential_0.0_21,410175,1230525,185584,185584,4796,27189,54378,27189,2994,2994,76,327272,981816,249074,249074,7476,29813,59626,29813,3636,3636,136,1022992,3068976,342422,342422,8552,66376,132752,66376,7070,7070,176,627917,1883751,473418,473418,12852,47830,95660,47830,4556,4556,104,2409224,7227672,607512,607512,17140,143985,287970,143985,9788,9788,184
barabasi_250_5_0.01_0.0_exponential_0.0_22,492094,1476282,143334,143334,3020,36710,73420,36710,3034,3034,104,1315406,3946218,192624,192624,4020,77019,154038,77019,5946,5830,0,1338377,4015131,342662,342662,8224,87139,174278,87139,9788,9788,260,1279126,3837378,485186,485186,10580,81626,163252,81626,8474,8474,256,2918634,8755902,614922,614922,11486,191474,382948,191474,17314,17314,0
barabasi_250_5_0.01_0.0_exponential_0.0_23,221407,664221,159018,159018,4448,18771,37542,18771,1652,1652,88,1465978,4397934,211804,211804,3020,93493,186986,93493,15970,15970,648,2674235,8022705,245356,245356,4772,139897,279794,139897,10818,10818,204,2254362,6763086,461016,461016,12808,135629,271258,135629,14402,14402,384,1071893,3215679,663620,663620,19328,74817,149634,74817,5806,5806,140
barabasi_250_5_0.01_0.0_exponential_0.0_24,781967,2345901,164026,164026,3972,47097,94194,47097,6276,6276,188,313923,941769,219834,219834,5168,26263,52526,26263,2394,2394,84,748316,2244948,356364,356364,10944,51658,103316,51658,5082,5082,88,2876327,8628981,502156,502156,12192,168512,337024,168512,23020,23020,728,1573371,4720113,721892,721892,17380,120737,241474,120737,14620,14620,496
barabasi_250_5_0.01_0.0_exponential_0.0_25,730774,2192322,183634,183634,6280,41982,83964,41982,5368,5368,120,1110604,3331812,248884,248884,6648,68370,136740,68370,9082,9082,240,300439,901317,289226,289226,7448,22069,44138,22069,1378,1378,16,991729,2975187,478428,478428,14140,66560,133120,66560,6200,6200,196,1272168,3816504,774124,774124,22164,109789,219578,109789,13879,13346,0
erdos_250_5_0.01_0.0_exponential_0.0_1,7211,21633,42832,42832,552,364,728,364,4,4,0,10038,30114,61906,61906,660,426,852,426,8,8,0,13972,41916,86554,86554,760,686,1372,686,10,10,0,22353,67059,133312,133312,1436,1606,3212,1606,48,48,0,33474,100422,197936,197936,2012,1857,3714,1857,30,30,0
erdos_250_5_0.01_0.0_exponential_0.0_2,7555,22665,44716,44716,568,427,854,427,12,12,0,9762,29286,60012,60012,612,882,1764,882,10,10,0,15191,45573,90120,90120,896,815,1630,815,18,18,0,21500,64500,131054,131054,1492,1202,2404,1202,32,32,0,33298,99894,197294,197294,2012,2523,5046,2523,70,70,0
erdos_250_5_0.01_0.0_exponential_0.0_3,6538,19614,40848,40848,388,535,1070,535,18,18,0,10561,31683,62390,62390,640,577,1154,577,6,6,0,14565,43695,88718,88718,992,962,1924,962,12,12,0,23234,69702,136556,136556,1548,1580,3160,1580,44,44,0,31413,94239,190890,190890,2000,2027,4054,2027,40,40,0
erdos_250_5_0.01_0.0_exponential_0.0_4,7202,21606,42896,42896,424,394,788,394,4,4,0,9287,27861,58226,58226,528,541,1082,541,10,10,0,15089,45267,90872,90872,928,860,1720,860,16,16,0,22510,67530,134762,134762,1348,1123,2246,1123,16,16,0,32338,97014,193668,193668,1812,2163,4326,2163,56,56,0
erdos_250_5_0.01_0.0_exponential_0.0_5,7170,21510,43054,43054,448,473,946,473,2,2,0,10289,30867,62118,62118,624,633,1266,633,14,14,0,15945,47835,93544,93544,988,803,1606,803,16,16,0,20994,62982,129064,129064,1240,1170,2340,1170,14,14,4,31787,95361,191958,191958,1924,1933,3866,1933,44,44,0
erdos_250_5_0.01_0.0_exponential_0.0_6,7059,21177,42176,42176,384,486,972,486,12,12,4,10173,30519,61478,61478,752,683,1366,683,10,10,0,15578,46734,92328,92328,984,852,1704,852,10,10,0,21805,65415,132146,132146,1436,1186,2372,1186,26,26,0,31987,95961,190752,190752,2048,1928,3856,1928,54,54,0
erdos_250_5_0.01_0.0_exponential_0.0_7,7217,21651,42434,42434,480,421,842,421,6,6,0,9645,28935,59976,59976,628,610,1220,610,12,12,0,14565,43695,88908,88908,952,1037,2074,1037,18,18,0,22888,68664,134382,134382,1376,1299,2598,1299,16,16,0,32336,97008,193468,193468,2096,1974,3948,1974,34,34,0
erdos_250_5_0.01_0.0_exponential_0.0_8,7258,21774,43568,43568,436,601,1202,601,16,16,0,10199,30597,60494,60494,492,676,1352,676,10,10,0,15095,45285,90914,90914,992,915,1830,915,20,20,0,21467,64401,128946,128946,1240,1185,2370,1185,34,34,0,31441,94323,189632,189632,1856,2074,4148,2074,52,52,4
erdos_250_5_0.01_0.0_exponential_0.0_9,6813,20439,41650,41650,436,306,612,306,6,6,0,10703,32109,63558,63558,716,626,1252,626,22,22,0,16067,48201,93844,93844,1060,1161,2322,1161,22,22,0,21497,64491,129642,129642,1380,1235,2470,1235,30,30,0,31807,95421,190752,190752,1916,1977,3954,1977,30,30,0
erdos_250_5_0.01_0.0_exponential_0.0_10,7457,22371,43300,43300,400,497,994,497,16,16,0,9836,29508,59550,59550,720,782,1564,782,20,20,0,14857,44571,88884,88884,860,1018,2036,1018,18,18,0,22428,67284,133450,133450,1340,1231,2462,1231,16,16,0,31951,95853,192540,192540,2116,2023,4046,2023,40,40,0
erdos_250_5_0.01_0.0_exponential_0.0_11,7090,21270,43152,43152,512,290,580,290,10,10,0,10650,31950,62432,62432,696,658,1316,658,14,14,0,15216,45648,91506,91506,912,884,1768,884,24,24,0,21566,64698,129872,129872,1360,1365,2730,1365,26,26,0,32070,96210,193040,193040,1988,1968,3936,1968,42,42,0
erdos_250_5_0.01_0.0_exponential_0.0_12,7254,21762,43120,43120,416,450,900,450,8,8,0,10078,30234,60770,60770,584,476,952,476,4,4,0,14479,43437,88326,88326,792,973,1946,973,30,30,0,21987,65961,131770,131770,1372,1287,2574,1287,42,42,0,32574,97722,194680,194680,1912,1944,3888,1944,42,42,0
erdos_250_5_0.01_0.0_exponential_0.0_13,7226,21678,43366,43366,464,213,426,213,2,2,0,10067,30201,61014,61014,620,598,1196,598,6,6,0,14580,43740,89554,89554,856,835,1670,835,20,20,0,21599,64797,130390,130390,1376,1039,2078,1039,28,28,0,31505,94515,190182,190182,1880,1671,3342,1671,42,42,0
erdos_250_5_0.01_0.0_exponential_0.0_14,7194,21582,42624,42624,448,466,932,466,8,8,0,10868,32604,63256,63256,632,718,1436,718,10,10,0,14825,44475,88724,88724,948,899,1798,899,22,22,0,22836,68508,136566,136566,1428,1237,2474,1237,26,26,0,32976,98928,196760,196760,2180,1929,3858,1929,34,34,0
erdos_250_5_0.01_0.0_exponential_0.0_15,6765,20295,41416,41416,420,311,622,311,4,4,0,10201,30603,61188,61188,572,413,826,413,16,16,0,15171,45513,90402,90402,984,776,1552,776,16,16,0,21571,64713,130662,130662,1388,1437,2874,1437,26,26,0,32877,98631,195472,195472,2036,2183,4366,2183,46,46,0
erdos_250_5_0.01_0.0_exponential_0.0_16,6780,20340,41390,41390,360,307,614,307,0,0,0,10488,31464,61362,61362,576,654,1308,654,18,18,0,13877,41631,86462,86462,804,840,1680,840,16,16,0,22310,66930,133980,133980,1360,1541,3082,1541,36,36,0,33085,99255,196370,196370,2024,2320,4640,2320,60,60,0
erdos_250_5_0.01_0.0_exponential_0.0_17,7308,21924,42356,42356,472,431,862,431,14,14,0,11462,34386,66474,66474,728,739,1478,739,10,10,0,15156,45468,90250,90250,956,911,1822,911,14,14,0,23057,69171,136378,136378,1412,1242,2484,1242,34,34,0,32857,98571,194600,194600,1988,2267,4534,2267,44,44,0
erdos_250_5_0.01_0.0_exponential_0.0_18,6794,20382,41782,41782,484,423,846,423,4,4,0,10569,31707,62370,62370,660,776,1552,776,12,12,0,15204,45612,91704,91704,876,974,1948,974,24,24,0,21983,65949,131868,131868,1268,1703,3406,1703,48,48,0,32243,96729,193322,193322,1992,1902,3804,1902,46,46,0
erdos_250_5_0.01_0.0_exponential_0.0_19,7246,21738,43088,43088,480,440,880,440,14,14,0,10843,32529,63966,63966,676,488,976,488,6,6,0,15430,46290,92302,92302,968,1109,2218,1109,26,26,0,22543,67629,133900,133900,1476,1382,2764,1382,34,34,0,32409,97227,193564,193564,1988,1916,3832,1916,46,46,0
erdos_250_5_0.01_0.0_exponential_0.0_20,7591,22773,44682,44682,516,480,960,480,6,6,0,9588,28764,59714,59714,620,526,1052,526,6,6,0,15097,45291,91386,91386,820,858,1716,858,14,14,0,21292,63876,128856,128856,1408,1563,3126,1563,42,42,0,31440,94320,191576,191576,2060,1485,2970,1485,24,24,0
erdos_250_5_0.01_0.0_exponential_0.0_21,6984,20952,41882,41882,416,293,586,293,4,4,0,10284,30852,61834,61834,596,818,1636,818,18,18,4,15037,45111,90694,90694,948,842,1684,842,14,14,0,21148,63444,128868,128868,1344,1372,2744,1372,32,32,0,31973,95919,191134,191134,2132,2028,4056,2028,36,36,0
erdos_250_5_0.01_0.0_exponential_0.0_22,7831,23493,44682,44682,460,368,736,368,4,4,0,10601,31803,61580,61580,600,544,1088,544,10,10,0,14953,44859,89424,89424,920,1097,2194,1097,40,40,0,22044,66132,131776,131776,1432,1187,2374,1187,20,20,0,31876,95628,191742,191742,2040,1855,3710,1855,26,26,0
erdos_250_5_0.01_0.0_exponential_0.0_23,6926,20778,41796,41796,396,392,784,392,14,14,0,10713,32139,63340,63340,748,765,1530,765,18,18,0,14749,44247,88980,88980,932,843,1686,843,10,10,0,22511,67533,133460,133460,1344,1502,3004,1502,28,28,0,31162,93486,189252,189252,1744,2203,4406,2203,48,48,0
erdos_250_5_0.01_0.0_exponential_0.0_24,6758,20274,41590,41590,472,360,720,360,20,20,0,10588,31764,62616,62616,668,713,1426,713,10,10,0,14664,43992,88400,88400,876,1043,2086,1043,12,12,0,21805,65415,130878,130878,1320,1031,2062,1031,20,20,0,33043,99129,195950,195950,2004,1973,3946,1973,38,38,0
erdos_250_5_0.01_0.0_exponential_0.0_25,6633,19899,39784,39784,420,385,770,385,6,6,0,9767,29301,59678,59678,608,779,1558,779,16,16,0,15332,45996,92036,92036,1028,696,1392,696,12,12,0,21666,64998,131280,131280,1328,1391,2782,1391,18,18,0,31829,95487,191800,191800,1856,2140,4280,2140,62,62,0
strogratz_250_5_0.01_1.0_exponential_0.0_1,0,0,5864,5864,0,1794,3588,1794,1578,1578,824,75,225,8490,8490,20,2874,5748,2874,2312,2312,1596,292,876,13190,13190,124,4387,8774,4387,3552,3552,2480,781,2343,20710,20710,268,6489,12978,6489,5436,5436,3788,1781,5343,31558,31558,436,10136,20272,10136,8148,8148,6360
strogratz_250_5_0.01_1.0_exponential_0.0_2,0,0,5854,5854,0,1786,3572,1786,1574,1574,824,103,309,8670,8670,40,2843,5686,2843,2330,2330,1516,328,984,13282,13282,132,4381,8762,4381,3570,3570,2472,805,2415,20658,20658,240,6593,13186,6593,5414,5414,3852,1664,4992,31140,31140,400,10075,20150,10075,8114,8114,6376
strogratz_250_5_0.01_1.0_exponential_0.0_3,0,0,5888,5888,0,1762,3524,1762,1590,1590,824,75,225,8542,8542,8,2864,5728,2864,2336,2336,1592,268,804,13048,13048,80,4307,8614,4307,3554,3554,2548,699,2097,20174,20174,248,6393,12786,6393,5394,5394,3836,1474,4422,30078,30078,480,9824,19648,9824,8056,8056,6328
strogratz_250_5_0.01_1.0_exponential_0.0_4,0,0,5876,5876,0,1794,3588,1794,1586,1586,824,84,252,8706,8706,28,2836,5672,2836,2352,2352,1548,313,939,13174,13174,116,4277,8554,4277,3596,3596,2496,732,2196,20368,20368,260,6362,12724,6362,5424,5424,3796,1680,5040,30672,30672,468,9925,19850,9925,8068,8068,6388
strogratz_250_5_0.01_1.0_exponential_0.0_5,0,0,5880,5880,0,1780,3560,1780,1584,1584,824,72,216,8568,8568,36,2898,5796,2898,2318,2318,1544,243,729,12876,12876,92,4364,8728,4364,3514,3514,2540,717,2151,20474,20474,248,6504,13008,6504,5420,5420,3820,1699,5097,31322,31322,592,10112,20224,10112,8174,8174,6124
strogratz_250_5_0.01_1.0_exponential_0.0_6,0,0,5854,5854,0,1778,3556,1778,1586,1586,824,96,288,8650,8650,28,2812,5624,2812,2352,2352,1524,275,825,13008,13008,100,4312,8624,4312,3540,3540,2552,674,2022,20058,20058,220,6423,12846,6423,5404,5404,3896,1591,4773,30912,30912,528,9938,19876,9938,8198,8198,6212
strogratz_250_5_0.01_1.0_exponential_0.0_7,0,0,5848,5848,0,1784,3568,1784,1576,1576,824,76,228,8582,8582,32,2824,5648,2824,2330,2330,1548,248,744,13000,13000,116,4340,8680,4340,3532,3532,2488,679,2037,20170,20170,268,6356,12712,6356,5386,5386,3756,1458,4374,30132,30132,452,9818,19636,9818,8090,8090,6252
strogratz_250_5_0.01_1.0_exponential_0.0_8,0,0,5884,5884,0,1794,3588,1794,1586,1586,824,101,303,8614,8614,40,2861,5722,2861,2348,2348,1536,266,798,12902,12902,112,4277,8554,4277,3524,3524,2500,661,1983,20088,20088,252,6398,12796,6398,5394,5394,3844,1430,4290,30180,30180,492,9837,19674,9837,8012,8012,6340
strogratz_250_5_0.01_1.0_exponential_0.0_9,0,0,5846,5846,0,1786,3572,1786,1574,1574,824,95,285,8636,8636,28,2931,5862,2931,2326,2326,1552,344,1032,13184,13184,88,4478,8956,4478,3558,3558,2524,767,2301,20136,20136,208,6549,13098,6549,5408,5408,3872,1723,5169,30662,30662,452,10026,20052,10026,8126,8126,6300
strogratz_250_5_0.01_1.0_exponential_0.0_10,0,0,5880,5880,0,1796,3592,1796,1584,1584,824,75,225,8600,8600,28,2862,5724,2862,2332,2332,1544,245,735,12870,12870,120,4266,8532,4266,3502,3502,2492,571,1713,19848,19848,232,6335,12670,6335,5392,5392,3848,1346,4038,29774,29774,448,9759,19518,9759,8006,8006,6424
strogratz_250_5_0.01_1.0_exponential_0.0_11,0,0,5890,5890,0,1782,3564,1782,1590,1590,824,76,228,8614,8614,28,2830,5660,2830,2354,2354,1524,228,684,12864,12864,64,4298,8596,4298,3542,3542,2592,654,1962,20046,20046,228,6297,12594,6297,5406,5406,3884,1655,4965,30740,30740,424,9896,19792,9896,8084,8084,6476
strogratz_250_5_0.01_1.0_exponential_0.0_12,0,0,5860,5860,0,1796,3592,1796,1572,1572,824,52,156,8434,8434,4,2844,5688,2844,2318,2318,1576,233,699,12822,12822,96,4296,8592,4296,3522,3522,2496,677,2031,20110,20110,244,6411,12822,6411,5374,5374,3808,1590,4770,30628,30628,444,9958,19916,9958,8106,8106,6304
strogratz_250_5_0.01_1.0_exponential_0.0_13,0,0,5836,5836,0,1780,3560,1780,1572,1572,824,85,255,8466,8466,16,2872,5744,2872,2312,2312,1592,288,864,13026,13026,88,4449,8898,4449,3510,3510,2592,788,2364,20338,20338,220,6504,13008,6504,5390,5390,3884,1647,4941,30390,30390,368,10021,20042,10021,8048,8048,6524
strogratz_250_5_0.01_1.0_exponential_0.0_14,0,0,5880,5880,0,1804,3608,1804,1572,1572,824,79,237,8684,8684,40,2871,5742,2871,2322,2322,1532,265,795,13108,13108,108,4382,8764,4382,5947,3512,0,624,1872,20002,20002,268,6347,12694,6347,5340,5340,3808,1564,4692,30316,30316,464,9830,19660,9830,8006,8006,6380
strogratz_250_5_0.01_1.0_exponential_0.0_15,0,0,5856,5856,0,1776,3552,1776,1576,1576,824,86,258,8610,8610,32,2903,5806,2903,2314,2314,1556,277,831,13126,13126,100,4420,8840,4420,3498,3498,2556,687,2061,20152,20152,208,6425,12850,6425,5420,5420,3892,1637,4911,30658,30658,460,9986,19972,9986,8058,8058,6480
strogratz_250_5_0.01_1.0_exponential_0.0_16,0,0,5850,5850,0,1792,3584,1792,1572,1572,824,79,237,8654,8654,28,2838,5676,2838,2344,2344,1508,277,831,13150,13150,68,4421,8842,4421,3528,3528,2536,742,2226,20370,20370,228,6432,12864,6432,5454,5454,3804,1557,4671,30626,30626,516,9924,19848,9924,8096,8096,6264
strogratz_250_5_0.01_1.0_exponential_0.0_17,0,0,5848,5848,0,1792,3584,1792,1576,1576,824,122,366,8816,8816,56,2870,5740,2870,2370,2370,1452,341,1023,13200,13200,96,4392,8784,4392,3566,3566,2468,803,2409,20426,20426,232,6534,13068,6534,5440,5440,3812,1742,5226,31334,31334,484,10129,20258,10129,8154,8154,6316
strogratz_250_5_0.01_1.0_exponential_0.0_18,0,0,5852,5852,0,1760,3520,1760,1580,1580,824,94,282,8654,8654,40,2819,5638,2819,2340,2340,1504,294,882,13132,13132,112,4321,8642,4321,3550,3550,2512,725,2175,20282,20282,260,6431,12862,6431,5378,5378,3816,1719,5157,30634,30634,484,10035,20070,10035,8064,8064,6372
strogratz_250_5_0.01_1.0_exponential_0.0_19,0,0,5854,5854,0,1766,3532,1766,1586,1586,824,82,246,8602,8602,40,2796,5592,2796,2320,2320,1516,262,786,12948,12948,120,4371,8742,4371,3494,3494,2516,593,1779,19862,19862,240,6396,12792,6396,5342,5342,3900,1355,4065,30478,30478,400,9881,19762,9881,8076,8076,6408
strogratz_250_5_0.01_1.0_exponential_0.0_20,0,0,5906,5906,0,1808,3616,1808,1580,1580,824,79,237,8608,8608,48,2858,5716,2858,2312,2312,1516,217,651,12758,12758,128,4286,8572,4286,3498,3498,2508,628,1884,19820,19820,260,6323,12646,6323,5376,5376,3812,1387,4161,29914,29914,400,9813,19626,9813,8142,8142,6428
strogratz_250_5_0.01_1.0_exponential_0.0_21,0,0,5824,5824,0,1766,3532,1766,1570,1570,824,70,210,8440,8440,24,2848,5696,2848,2302,2302,1560,232,696,12802,12802,80,4307,8614,4307,3486,3486,2524,580,1740,19786,19786,208,6330,12660,6330,5354,5354,3848,1454,4362,30314,30314,476,9868,19736,9868,8064,8064,6268
strogratz_250_5_0.01_1.0_exponential_0.0_22,0,0,5840,5840,0,1792,3584,1792,1572,1572,824,94,282,8734,8734,40,2878,5756,2878,2320,2320,1512,292,876,13164,13164,96,4394,8788,4394,3478,3478,2480,648,1944,20096,20096,232,6403,12806,6403,5362,5362,3808,1589,4767,30596,30596,400,9967,19934,9967,8042,8042,6384
strogratz_250_5_0.01_1.0_exponential_0.0_23,0,0,5864,5864,0,1780,3560,1780,2375,1580,0,92,276,8604,8604,24,2905,5810,2905,2314,2314,1540,244,732,12990,12990,132,4404,8808,4404,3490,3490,2508,554,1662,19898,19898,260,6376,12752,6376,5344,5344,3856,1385,4155,30134,30134,468,9916,19832,9916,8028,8028,6460
strogratz_250_5_0.01_1.0_exponential_0.0_24,0,0,5896,5896,0,1794,3588,1794,1586,1586,824,61,183,8516,8516,40,2822,5644,2822,2328,2328,1516,233,699,12904,12904,116,4321,8642,4321,5984,3526,0,535,1605,19854,19854,248,6316,12632,6316,5420,5420,3852,1362,4086,30490,30490,536,9944,19888,9944,8056,8056,6336
strogratz_250_5_0.01_1.0_exponential_0.0_25,0,0,5902,5902,0,1780,3560,1780,1592,1592,824,93,279,8616,8616,24,2855,5710,2855,2342,2342,1568,336,1008,13334,13334,140,4374,8748,4374,3570,3570,2456,864,2592,20854,20854,312,6503,13006,6503,5452,5452,3800,1784,5352,30992,30992,528,10075,20150,10075,8110,8110,6272
strogratz_250_5_0.01_1.0_exponential_0.2_1,1843,5529,17334,17334,380,2000,4000,2000,696,696,252,4601,13803,35008,35008,632,2801,5602,2801,678,678,224,9596,28788,65322,65322,1184,3040,6080,3040,486,486,72,16553,49659,107442,107442,1640,3190,6380,3190,442,442,124,25398,76194,158670,158670,2144,5320,10640,5320,880,880,376
strogratz_250_5_0.01_1.0_exponential_0.2_2,1666,4998,16482,16482,400,2110,4220,2110,734,734,228,4644,13932,35602,35602,584,2636,5272,2636,584,584,172,9182,27546,63224,63224,912,3427,6854,3427,604,604,180,15930,47790,103292,103292,1412,3963,7926,3963,636,636,184,26274,78822,160180,160180,2220,5846,11692,5846,936,936,260
strogratz_250_5_0.01_1.0_exponential_0.2_3,2011,6033,18292,18292,392,1975,3950,1975,664,664,208,4871,14613,36464,36464,704,2499,4998,2499,612,612,156,9306,27918,64096,64096,1012,2827,5654,2827,486,486,104,16355,49065,105442,105442,1504,3479,6958,3479,554,554,112,25499,76497,158712,158712,2232,5179,10358,5179,844,844,284
