68,48,1,Jan
68,3,1,Jan
1,73,1,Jan
68,74,1,Jan
73,1,1,Jan
11,83,1,Jan
73,1,1,Jan
84,85,1,Jan
84,42,1,Jan
53,3,1,Jan
69,86,1,Jan
86,69,1,Jan
84,42,1,Jan
33,62,1,Jan
68,85,1,Jan
84,42,1,Jan
33,15,1,Jan
33,61,1,Jan
33,15,1,Jan
61,33,1,Jan
12,15,1,Jan
42,62,1,Jan
31,21,1,Jan
24,62,1,Jan
24,51,1,Jan
24,3,1,Jan
24,8,1,Jan
1,73,1,Jan
76,84,1,Jan
51,24,1,Jan
74,1,1,Jan
1,74,1,Jan
64,67,1,Jan
76,50,1,Jan
86,57,1,Jan
3,24,1,Jan
4,13,1,Jan
50,76,1,Jan
76,50,1,Jan
69,86,1,Jan
3,13,1,Jan
46,1,1,Jan
73,5,1,Jan
5,73,1,Jan
26,45,1,Jan
77,27,1,Jan
76,19,1,Jan
54,56,1,Jan
21,86,1,Jan
8,24,1,Jan
32,87,1,Jan
32,7,1,Jan
86,21,1,Jan
42,33,1,Jan
77,27,1,Jan
77,14,1,Jan
21,56,1,Jan
21,84,1,Jan
21,88,1,Jan
21,76,1,Jan
21,89,1,Jan
21,68,1,Jan
21,86,1,Jan
21,90,1,Jan
21,47,1,Jan
21,85,1,Jan
21,69,1,Jan
21,48,1,Jan
76,19,1,Jan
84,21,1,Jan
86,21,1,Jan
89,21,1,Jan
48,21,1,Jan
67,64,1,Jan
12,31,1,Jan
12,25,1,Jan
47,21,1,Jan
76,19,1,Jan
68,21,1,Jan
76,21,1,Jan
77,14,1,Jan
21,56,1,Jan
21,69,1,Jan
21,88,1,Jan
21,76,1,Jan
21,86,1,Jan
21,90,1,Jan
21,84,1,Jan
21,89,1,Jan
76,21,1,Jan
31,12,1,Jan
86,21,1,Jan
89,21,1,Jan
84,21,1,Jan
14,77,1,Jan
77,14,1,Jan
45,63,1,Jan
72,5,1,Jan
72,15,1,Jan
72,5,1,Jan
72,71,1,Jan
77,26,1,Jan
77,15,1,Jan
77,39,1,Jan
77,38,1,Jan
77,66,1,Jan
77,24,1,Jan
77,3,1,Jan
27,77,1,Jan
27,69,1,Jan
59,69,1,Jan
1,2,1,Jan
2,1,1,Jan
35,62,1,Jan
35,3,1,Jan
35,20,1,Jan
27,80,1,Jan
80,27,1,Jan
38,34,1,Jan
63,44,1,Jan
38,34,1,Jan
62,38,1,Jan
62,20,1,Jan
62,27,1,Jan
62,59,1,Jan
62,39,1,Jan
62,69,1,Jan
62,72,1,Jan
62,9,1,Jan
62,64,1,Jan
62,15,1,Jan
62,26,1,Jan
62,3,1,Jan
62,68,1,Jan
62,91,1,Jan
62,80,1,Jan
62,79,1,Jan
59,62,1,Jan
19,86,1,Jan
86,19,1,Jan
33,15,1,Jan
77,27,1,Jan
80,62,1,Jan
1,74,1,Jan
45,43,1,Jan
3,35,1,Jan
3,62,1,Jan
80,62,1,Jan
9,62,1,Jan
69,84,1,Jan
25,12,1,Jan
68,62,1,Jan
79,62,1,Jan
15,33,1,Jan
29,63,1,Jan
18,3,1,Jan
18,3,1,Jan
69,76,1,Jan
76,50,1,Jan
75,50,1,Jan
50,76,1,Jan
10,7,1,Jan
76,50,1,Jan
29,42,1,Jan
74,1,1,Jan
7,10,1,Jan
19,66,1,Jan
19,18,1,Jan
19,7,1,Jan
19,90,1,Jan
19,1,1,Jan
19,38,1,Jan
19,67,1,Jan
19,9,1,Jan
19,17,1,Jan
19,91,1,Jan
74,9,1,Jan
74,92,1,Jan
74,14,1,Jan
74,65,1,Jan
74,72,1,Jan
7,19,1,Jan
1,19,1,Jan
65,74,1,Jan
76,19,1,Jan
76,93,1,Jan
13,1,1,Jan
1,13,1,Jan
14,74,1,Jan
1,13,1,Jan
17,1,1,Jan
4,48,1,Jan
1,17,1,Jan
73,72,1,Jan
22,94,1,Jan
9,74,1,Jan
3,85,1,Jan
9,17,1,Jan
9,19,1,Jan
85,3,1,Jan
15,33,1,Jan
88,21,1,Jan
15,33,1,Jan
88,21,1,Jan
15,62,1,Jan
15,17,1,Jan
18,19,1,Jan
48,4,1,Jan
48,4,1,Jan
27,62,1,Jan
69,84,1,Jan
72,73,1,Jan
72,62,1,Jan
72,74,1,Jan
9,66,1,Jan
9,67,1,Jan
13,1,1,Jan
13,1,1,Jan
4,48,1,Jan
1,13,1,Jan
33,5,1,Jan
69,95,1,Jan
61,96,1,Jan
85,21,1,Jan
13,65,1,Jan
4,65,1,Jan
65,13,1,Jan
42,29,1,Jan
12,15,1,Jan
15,12,1,Jan
42,22,1,Jan
88,15,1,Jan
88,61,1,Jan
88,96,1,Jan
88,12,1,Jan
50,75,1,Jan
65,13,1,Jan
15,32,1,Jan
32,15,1,Jan
13,65,1,Jan
26,45,1,Jan
26,62,1,Jan
88,61,1,Jan
88,96,1,Jan
88,12,1,Jan
88,15,1,Jan
32,30,1,Jan
75,50,1,Jan
32,30,1,Jan
67,9,1,Jan
67,9,1,Jan
67,66,1,Jan
67,19,1,Jan
13,65,1,Jan
33,15,1,Jan
33,46,1,Jan
33,58,1,Jan
33,22,1,Jan
33,42,1,Jan
33,93,1,Jan
83,63,1,Jan
83,63,1,Jan
65,13,1,Jan
83,63,1,Jan
83,11,1,Jan
32,30,1,Jan
32,97,1,Jan
70,75,1,Jan
20,62,1,Jan
63,22,1,Jan
15,33,1,Jan
86,19,1,Jan
86,40,1,Jan
42,64,1,Jan
42,63,1,Jan
42,22,1,Jan
42,43,1,Jan
63,42,1,Jan
45,62,1,Jan
22,98,1,Jan
75,70,1,Jan
63,62,1,Jan
63,45,1,Jan
56,54,1,Jan
63,37,1,Jan
63,29,1,Jan
63,83,1,Jan
63,83,1,Jan
63,83,1,Jan
33,42,1,Jan
66,19,1,Jan
66,9,1,Jan
98,22,1,Jan
86,19,1,Jan
32,7,1,Jan
59,72,1,Jan
74,4,1,Jan
46,1,1,Jan
4,74,1,Jan
1,46,1,Jan
32,30,1,Jan
33,15,1,Jan
37,63,1,Jan
37,63,1,Jan
90,18,1,Jan
1,46,1,Jan
90,21,1,Jan
90,21,1,Jan
69,76,1,Jan
90,19,1,Jan
85,68,1,Jan
69,84,1,Jan
68,85,1,Jan
76,69,1,Jan
69,84,1,Jan
76,84,1,Jan
99,18,1,Jan
99,21,1,Jan
99,93,1,Jan
38,67,1,Jan
1,5,1,Jan
1,6,1,Jan
1,7,1,Jan
1,2,1,Jan
1,3,1,Jan
1,8,1,Jan
1,9,1,Jan
1,10,1,Jan
1,11,1,Jan
1,12,1,Jan
1,13,1,Jan
1,14,1,Jan
1,15,1,Jan
1,4,1,Jan
1,16,1,Jan
1,17,1,Jan
18,90,1,Jan
96,15,1,Jan
96,61,1,Jan
96,12,1,Jan
33,42,1,Jan
63,37,1,Jan
17,19,1,Jan
42,33,1,Jan
100,98,1,Jan
100,42,1,Jan
100,21,1,Jan
61,96,1,Jan
39,62,1,Jan
15,96,1,Jan
33,42,1,Jan
17,9,1,Jan
3,13,1,Jan
3,66,1,Jan
3,67,1,Jan
3,8,1,Jan
3,35,1,Jan
3,4,1,Jan
3,68,1,Jan
3,69,1,Jan
3,85,1,Jan
3,17,1,Jan
66,3,1,Jan
35,3,1,Jan
54,15,1,Jan
54,10,1,Jan
13,3,1,Jan
83,63,1,Jan
29,7,1,Jan
7,29,1,Jan
92,74,1,Jan
7,29,1,Jan
17,3,1,Jan
15,66,1,Jan
66,15,1,Jan
46,1,1,Jan
29,7,1,Jan
8,3,1,Jan
67,3,1,Jan
83,15,1,Jan
83,5,1,Jan
67,38,1,Jan
17,15,1,Jan
17,56,1,Jan
17,54,1,Jan
38,36,1,Jan
10,54,1,Jan
54,17,1,Jan
42,7,1,Jan
56,17,1,Jan
56,88,1,Jan
56,21,1,Jan
56,21,1,Jan
68,3,1,Jan
7,42,1,Jan
63,83,1,Jan
32,87,1,Jan
27,81,1,Jan
27,101,1,Jan
27,93,1,Jan
27,102,1,Jan
101,27,1,Jan
43,42,1,Jan
93,27,1,Jan
13,3,1,Jan
72,15,1,Jan
42,33,1,Jan
3,66,1,Jan
42,27,1,Jan
68,64,1,Jan
42,7,1,Jan
33,15,1,Jan
87,32,1,Jan
15,33,1,Jan
84,85,1,Jan
15,54,1,Jan
15,17,1,Jan
15,83,1,Jan
56,54,1,Jan
27,81,1,Jan
54,56,1,Jan
87,74,1,Jan
7,22,1,Jan
87,74,1,Jan
87,74,1,Jan
42,27,1,Jan
29,23,1,Jan
23,29,1,Jan
29,42,1,Jan
91,19,1,Jan
91,62,1,Jan
91,80,1,Jan
15,7,1,Jan
15,1,1,Jan
26,32,1,Jan
1,15,1,Jan
7,15,1,Jan
69,64,1,Jan
66,3,1,Jan
48,56,1,Jan
91,23,1,Jan
91,50,1,Jan
12,96,1,Jan
56,48,1,Jan
91,63,1,Jan
69,64,1,Jan
91,64,1,Jan
76,53,1,Jan
103,52,1,Jan
74,104,1,Jan
69,76,1,Jan
103,83,1,Jan
15,56,1,Jan
4,3,1,Jan
52,103,1,Jan
48,53,1,Jan
42,29,1,Jan
88,56,1,Jan
24,25,1,Jan
24,32,1,Jan
32,24,1,Jan
54,33,1,Jan
25,24,1,Jan
33,54,1,Jan
76,50,1,Jan
52,103,1,Jan
103,52,1,Jan
93,19,1,Jan
56,15,1,Jan
70,53,1,Jan
86,68,1,Jan
86,90,1,Jan
86,53,1,Jan
76,69,1,Jan
4,81,1,Jan
4,3,1,Jan
4,13,1,Jan
4,35,1,Jan
4,27,1,Jan
4,93,1,Jan
4,101,1,Jan
93,4,1,Jan
101,4,1,Jan
12,72,1,Jan
12,15,1,Jan
13,4,1,Jan
56,81,1,Jan
56,15,1,Jan
56,54,1,Jan
54,56,1,Jan
72,12,1,Jan
33,83,1,Jan
56,81,1,Jan
56,15,1,Jan
56,54,1,Jan
72,73,1,Jan
72,74,1,Jan
33,5,1,Jan
54,15,1,Jan
54,56,1,Jan
33,61,1,Jan
4,3,1,Jan
4,35,1,Jan
4,81,1,Jan
4,93,1,Jan
4,101,1,Jan
4,27,1,Jan
101,4,1,Jan
93,4,1,Jan
61,33,1,Jan
7,80,1,Jan
3,4,1,Jan
59,69,1,Jan
59,86,1,Jan
59,84,1,Jan
59,76,1,Jan
59,88,1,Jan
59,67,1,Jan
59,94,1,Jan
59,68,1,Jan
59,56,1,Jan
59,85,1,Jan
59,89,1,Jan
59,48,1,Jan
59,47,1,Jan
59,2,1,Jan
3,4,1,Jan
4,18,1,Jan
27,4,1,Jan
80,64,1,Jan
27,4,1,Jan
75,50,1,Jan
69,76,1,Jan
75,50,1,Jan
54,56,1,Jan
56,54,1,Jan
64,80,1,Jan
84,69,1,Jan
83,33,1,Jan
35,4,1,Jan
83,33,1,Jan
38,32,1,Jan
35,4,1,Jan
83,103,1,Jan
56,61,1,Jan
56,96,1,Jan
56,15,1,Jan
70,53,1,Jan
52,103,1,Jan
52,105,1,Jan
61,56,1,Jan
22,94,1,Jan
105,52,1,Jan
48,47,1,Jan
48,47,1,Jan
4,106,1,Jan
103,52,1,Jan
48,47,1,Jan
18,4,1,Jan
86,19,1,Jan
94,22,1,Jan
96,56,1,Jan
103,105,1,Jan
105,103,1,Jan
3,13,1,Jan
13,3,1,Jan
19,18,1,Jan
19,18,1,Jan
94,22,1,Jan
74,1,1,Jan
84,42,1,Jan
94,22,1,Jan
18,19,1,Jan
18,107,1,Jan
18,108,1,Jan
18,55,1,Jan
18,99,1,Jan
18,109,1,Jan
18,110,1,Jan
18,111,1,Jan
18,57,1,Jan
51,3,1,Jan
51,35,1,Jan
51,8,1,Jan
59,68,1,Jan
59,56,1,Jan
59,84,1,Jan
59,88,1,Jan
59,47,1,Jan
59,94,1,Jan
59,69,1,Jan
59,85,1,Jan
59,86,1,Jan
59,89,1,Jan
59,48,1,Jan
59,76,1,Jan
59,2,1,Jan
1,74,1,Jan
3,51,1,Jan
45,63,1,Jan
19,18,1,Jan
25,26,1,Jan
81,56,1,Jan
81,56,1,Jan
81,4,1,Jan
81,4,1,Jan
15,56,1,Jan
22,94,1,Jan
47,48,1,Jan
75,50,1,Jan
15,12,1,Jan
15,72,1,Jan
1,74,1,Jan
83,103,1,Jan
88,18,1,Jan
84,76,1,Jan
63,45,1,Jan
85,3,1,Jan
55,18,1,Jan
38,13,1,Jan
38,15,1,Jan
38,39,1,Jan
103,83,1,Jan
66,59,1,Jan
85,48,1,Jan
59,66,1,Jan
53,31,1,Jan
48,85,1,Jan
72,15,1,Jan
4,86,1,Jan
4,35,1,Jan
69,86,1,Jan
64,66,1,Jan
64,67,1,Jan
35,4,1,Jan
69,76,1,Jan
73,72,1,Jan
86,4,1,Jan
13,35,1,Jan
50,76,1,Jan
76,50,1,Jan
13,4,1,Jan
1,85,1,Jan
84,86,1,Jan
84,76,1,Jan
84,69,1,Jan
84,89,1,Jan
84,88,1,Jan
86,19,1,Jan
48,47,1,Jan
76,50,1,Jan
75,1,1,Jan
1,75,1,Jan
76,69,1,Jan
85,1,1,Jan
50,76,1,Jan
76,50,1,Jan
1,75,1,Jan
20,35,1,Jan
75,1,1,Jan
47,48,1,Jan
42,112,1,Jan
112,42,1,Jan
13,17,1,Jan
72,73,1,Jan
18,1,1,Jan
18,7,1,Jan
18,47,1,Jan
8,51,1,Jan
1,18,1,Jan
27,3,1,Jan
27,15,1,Jan
27,66,1,Jan
27,26,1,Jan
27,13,1,Jan
27,39,1,Jan
27,62,1,Jan
3,27,1,Jan
26,27,1,Jan
53,70,1,Jan
1,18,1,Jan
53,76,1,Jan
53,48,1,Jan
47,18,1,Jan
7,18,1,Jan
54,15,1,Jan
54,61,1,Jan
53,70,1,Jan
15,56,1,Jan
3,77,1,Jan
3,8,1,Jan
3,66,1,Jan
66,3,1,Jan
4,13,1,Jan
3,8,1,Jan
3,18,1,Jan
3,13,1,Jan
3,50,1,Jan
3,53,1,Jan
3,35,1,Jan
3,51,1,Jan
3,52,1,Jan
68,85,1,Jan
52,3,1,Jan
8,3,1,Jan
26,25,1,Jan
8,3,1,Jan
50,47,1,Jan
26,45,1,Jan
83,30,1,Jan
56,15,1,Jan
30,83,1,Jan
68,85,1,Jan
61,54,1,Jan
69,84,1,Jan
50,75,1,Jan
47,50,1,Jan
104,18,1,Jan
104,109,1,Jan
104,57,1,Jan
39,27,1,Jan
15,56,1,Jan
15,56,1,Jan
15,54,1,Jan
75,50,1,Jan
68,85,1,Jan
50,75,1,Jan
74,1,1,Jan
53,3,1,Jan
94,22,1,Jan
59,94,1,Jan
59,67,1,Jan
21,86,1,Jan
86,21,1,Jan
68,85,1,Jan
59,67,1,Jan
59,94,1,Jan
50,75,1,Jan
38,37,1,Jan
68,85,1,Jan
38,37,1,Jan
38,22,1,Jan
68,85,1,Jan
112,77,1,Jan
69,86,1,Jan
69,76,1,Jan
59,67,1,Jan
59,94,1,Jan
86,40,1,Jan
86,75,1,Jan
86,49,1,Jan
86,27,1,Jan
86,93,1,Jan
86,101,1,Jan
84,69,1,Jan
1,13,1,Jan
1,4,1,Jan
1,5,1,Jan
1,6,1,Jan
1,7,1,Jan
1,2,1,Jan
1,3,1,Jan
1,8,1,Jan
1,9,1,Jan
1,10,1,Jan
1,11,1,Jan
1,12,1,Jan
1,14,1,Jan
1,15,1,Jan
1,16,1,Jan
1,17,1,Jan
1,6,1,Jan
1,7,1,Jan
1,2,1,Jan
1,10,1,Jan
1,11,1,Jan
1,12,1,Jan
1,13,1,Jan
1,4,1,Jan
1,16,1,Jan
1,38,1,Jan
18,1,1,Jan
18,104,1,Jan
18,3,1,Jan
13,27,1,Jan
13,3,1,Jan
13,35,1,Jan
13,17,1,Jan
13,3,1,Jan
13,4,1,Jan
13,17,1,Jan
13,17,1,Jan
35,3,1,Jan
96,15,1,Jan
96,61,1,Jan
96,12,1,Jan
33,34,1,Jan
27,64,1,Jan
61,96,1,Jan
75,50,1,Jan
75,50,1,Jan
34,33,1,Jan
94,2,1,Jan
113,21,1,Jan
64,27,1,Jan
15,96,1,Jan
64,27,1,Jan
3,66,1,Jan
3,67,1,Jan
3,8,1,Jan
3,35,1,Jan
3,13,1,Jan
3,4,1,Jan
3,68,1,Jan
3,85,1,Jan
3,69,1,Jan
3,17,1,Jan
13,3,1,Jan
4,3,1,Jan
52,3,1,Jan
8,3,1,Jan
3,52,1,Jan
64,42,1,Jan
3,52,1,Jan
3,62,1,Jan
3,20,1,Jan
94,9,1,Jan
94,92,1,Jan
94,65,1,Jan
94,14,1,Jan
52,3,1,Jan
4,53,1,Jan
35,3,1,Jan
7,22,1,Jan
67,3,1,Jan
72,67,1,Jan
12,96,1,Jan
100,7,1,Jan
35,13,1,Jan
66,3,1,Jan
50,13,1,Jan
50,54,1,Jan
50,15,1,Jan
32,112,1,Jan
53,4,1,Jan
50,76,1,Jan
42,64,1,Jan
76,50,1,Jan
76,50,1,Jan
56,68,1,Jan
68,3,1,Jan
68,56,1,Jan
68,56,1,Jan
15,50,1,Jan
13,50,1,Jan
103,114,1,Jan
15,5,1,Jan
15,83,1,Jan
15,61,1,Jan
54,50,1,Jan
27,64,1,Jan
112,9,1,Jan
54,50,1,Jan
54,15,1,Jan
43,79,1,Jan
17,15,1,Jan
17,54,1,Jan
17,56,1,Jan
17,3,1,Jan
54,17,1,Jan
56,17,1,Jan
56,88,1,Jan
104,18,1,Jan
104,109,1,Jan
104,57,1,Jan
88,56,1,Jan
42,63,1,Jan
80,31,1,Jan
80,67,1,Jan
80,66,1,Jan
66,80,1,Jan
31,80,1,Jan
9,112,1,Jan
51,3,1,Jan
7,1,1,Jan
67,80,1,Jan
1,7,1,Jan
84,19,1,Jan
77,112,1,Jan
67,115,1,Jan
1,38,1,Jan
2,68,1,Jan
2,94,1,Jan
2,69,1,Jan
2,56,1,Jan
2,85,1,Jan
2,86,1,Jan
2,84,1,Jan
2,89,1,Jan
2,48,1,Jan
2,76,1,Jan
2,88,1,Jan
2,47,1,Jan
2,32,1,Jan
2,59,1,Jan
32,2,1,Jan
84,2,1,Jan
89,2,1,Jan
59,2,1,Jan
88,89,1,Jan
88,69,1,Jan
48,2,1,Jan
88,2,1,Jan
56,2,1,Jan
42,64,1,Jan
42,62,1,Jan
47,2,1,Jan
1,7,1,Jan
38,22,1,Jan
76,2,1,Jan
3,66,1,Jan
82,50,1,Jan
48,4,1,Jan
37,38,1,Jan
54,15,1,Jan
47,68,1,Jan
38,66,1,Jan
66,64,1,Jan
50,82,1,Jan
64,42,1,Jan
68,47,1,Jan
67,115,1,Jan
26,45,1,Jan
86,2,1,Jan
66,38,1,Jan
7,1,1,Jan
18,104,1,Jan
64,66,1,Jan
72,67,1,Jan
92,65,1,Jan
92,9,1,Jan
92,116,1,Jan
37,38,1,Jan
64,9,1,Jan
9,64,1,Jan
80,79,1,Jan
80,18,1,Jan
80,9,1,Jan
80,63,1,Jan
80,42,1,Jan
80,104,1,Jan
80,45,1,Jan
80,72,1,Jan
80,69,1,Jan
80,68,1,Jan
80,91,1,Jan
80,62,1,Jan
80,27,1,Jan
104,80,1,Jan
4,48,1,Jan
4,35,1,Jan
42,22,1,Jan
27,80,1,Jan
42,80,1,Jan
76,53,1,Jan
76,9,1,Jan
68,2,1,Jan
9,80,1,Jan
68,80,1,Jan
66,3,1,Jan
9,14,1,Jan
7,30,1,Jan
7,22,1,Jan
7,31,1,Jan
7,38,1,Jan
7,55,1,Jan
7,15,1,Jan
7,3,1,Jan
7,51,1,Jan
7,29,1,Jan
7,63,1,Jan
7,90,1,Jan
7,35,1,Jan
7,115,1,Jan
7,70,1,Jan
7,1,1,Jan
7,27,1,Jan
7,43,1,Jan
7,59,1,Jan
7,44,1,Jan
7,81,1,Jan
7,32,1,Jan
7,58,1,Jan
7,57,1,Jan
7,83,1,Jan
7,72,1,Jan
7,42,1,Jan
7,8,1,Jan
7,24,1,Jan
7,14,1,Jan
7,100,1,Jan
7,13,1,Jan
7,20,1,Jan
7,33,1,Jan
7,34,1,Jan
7,4,1,Jan
7,45,1,Jan
7,68,1,Jan
7,6,1,Jan
7,117,1,Jan
7,74,1,Jan
7,105,1,Jan
7,67,1,Jan
24,7,1,Jan
68,7,1,Jan
59,7,1,Jan
1,7,1,Jan
3,7,1,Jan
105,7,1,Jan
115,7,1,Jan
58,7,1,Jan
82,50,1,Jan
18,80,1,Jan
6,7,1,Jan
45,7,1,Jan
6,8,1,Jan
6,8,1,Jan
109,104,1,Jan
79,80,1,Jan
27,7,1,Jan
29,7,1,Jan
90,7,1,Jan
109,104,1,Jan
109,18,1,Jan
55,7,1,Jan
109,82,1,Jan
4,7,1,Jan
63,7,1,Jan
63,80,1,Jan
81,56,1,Jan
81,15,1,Jan
33,83,1,Jan
30,7,1,Jan
13,7,1,Jan
42,7,1,Jan
56,81,1,Jan
109,18,1,Jan
33,7,1,Jan
35,7,1,Jan
15,9,1,Jan
9,15,1,Jan
35,4,1,Jan
68,53,1,Jan
15,81,1,Jan
70,7,1,Jan
65,59,1,Jan
4,1,1,Jan
4,7,1,Jan
65,59,1,Jan
18,3,1,Jan
18,51,1,Jan
50,76,1,Jan
76,50,1,Jan
64,66,1,Jan
30,33,1,Jan
30,15,1,Jan
30,54,1,Jan
30,3,1,Jan
30,8,1,Jan
30,17,1,Jan
8,7,1,Jan
30,3,1,Jan
30,17,1,Jan
30,20,1,Jan
30,35,1,Jan
8,30,1,Jan
74,7,1,Jan
30,33,1,Jan
30,15,1,Jan
30,54,1,Jan
30,5,1,Jan
43,7,1,Jan
30,39,1,Jan
30,35,1,Jan
64,66,1,Jan
30,7,1,Jan
30,32,1,Jan
32,30,1,Jan
24,27,1,Jan
7,30,1,Jan
61,15,1,Jan
54,30,1,Jan
54,30,1,Jan
41,81,1,Jan
38,32,1,Jan
32,26,1,Jan
38,37,1,Jan
27,81,1,Jan
27,32,1,Jan
27,47,1,Jan
27,15,1,Jan
27,24,1,Jan
27,26,1,Jan
27,38,1,Jan
27,64,1,Jan
27,42,1,Jan
27,117,1,Jan
27,3,1,Jan
27,72,1,Jan
27,68,1,Jan
27,69,1,Jan
27,56,1,Jan
27,39,1,Jan
27,83,1,Jan
27,80,1,Jan
27,62,1,Jan
27,67,1,Jan
27,66,1,Jan
24,27,1,Jan
3,27,1,Jan
84,27,1,Jan
68,62,1,Jan
94,83,1,Jan
94,26,1,Jan
94,59,1,Jan
94,30,1,Jan
64,27,1,Jan
33,30,1,Jan
68,27,1,Jan
53,76,1,Jan
42,27,1,Jan
64,42,1,Jan
94,2,1,Jan
3,8,1,Jan
